№ ВД	1.К-сть одержаних бюлетенів	2.К-сть виборців, внесених до списку	3.К-сть виборців, внесених до витягу для голос. за місцем перебув.	4.К-сть невикор. бюлетенів	5.К-сть виборців, які отримали бюлетені у приміщ.	6.К-сть виборців, які отримали бюлетені за місцем перебув.	7.Загальна к-сть виборців, які отримали бюлетені	8.К-сть бюлетенів, що не підлягають врахуванню	9.К-сть виборців, які взяли участь у голосуванні	10.К-сть бюлетенів, визнаних недійсними	ЗеленськийВолодимир	ПорошенкоПетро	Дата та час протоколу	oblast	tvo
530547	144	132	11	45	88	11	99	0	99	2	78	19	22.04.2019 00:30	Полтавська область	149
530548	144	139	11	33	100	11	111	0	111	0	90	21	22.04.2019 00:04	Полтавська область	149
530549	400	385	30	144	227	29	256	0	256	2	228	26	22.04.2019 00:15	Полтавська область	149
530550	208	194	25	94	93	21	114	0	114	2	102	10	22.04.2019 00:15	Полтавська область	149
530551	352	340	39	100	213	39	252	0	252	2	222	28	22.04.2019 00:25	Полтавська область	149
530552	704	691	34	258	419	27	446	0	446	4	392	50	22.04.2019 01:27	Полтавська область	149
530553	496	488	37	245	218	33	251	0	251	10	189	52	22.04.2019 00:05	Полтавська область	149
530554	1728	1709	50	657	1025	46	1071	0	1071	22	919	130	22.04.2019 00:18	Полтавська область	149
530555	800	795	18	288	495	17	512	0	512	6	451	55	22.04.2019 00:03	Полтавська область	149
530556	208	199	5	83	120	5	125	0	125	1	112	12	22.04.2019 00:10	Полтавська область	149
530557	224	210	11	103	110	11	121	0	121	3	94	24	22.04.2019 00:30	Полтавська область	149
530558	240	224	19	102	123	15	138	0	138	0	117	21	22.04.2019 00:05	Полтавська область	149
530559	144	121	0	27	117	0	117	0	117	5	107	5	22.04.2019 00:05	Полтавська область	149
530605	1616	1595	46	577	1000	39	1039	0	1039	21	854	164	22.04.2019 01:13	Полтавська область	149
530606	800	798	26	286	491	23	514	0	514	7	420	87	22.04.2019 00:19	Полтавська область	149
530607	1632	1608	26	588	1022	22	1044	0	1044	18	880	146	22.04.2019 00:30	Полтавська область	149
530608	1360	1340	31	492	839	29	868	0	868	18	723	127	22.04.2019 04:10	Полтавська область	149
530609	624	620	17	255	354	15	369	0	369	7	302	60	22.04.2019 00:15	Полтавська область	149
530610	176	167	22	42	115	19	134	0	134	0	118	16	22.04.2019 00:15	Полтавська область	149
530611	144	129	15	58	74	12	86	0	86	0	82	4	22.04.2019 01:20	Полтавська область	149
530612	432	422	35	172	227	33	260	0	260	6	219	35	22.04.2019 02:48	Полтавська область	149
530613	288	284	48	105	145	38	183	0	183	2	138	43	22.04.2019 00:50	Полтавська область	149
530614	352	333	23	146	185	21	206	0	206	3	190	13	21.04.2019 23:50	Полтавська область	149
530615	192	186	19	40	133	19	152	0	152	4	122	26	22.04.2019 00:05	Полтавська область	149
530616	256	252	18	69	173	14	187	0	187	5	163	19	22.04.2019 00:29	Полтавська область	149
530617	176	171	19	44	115	17	132	0	132	1	117	14	22.04.2019 00:02	Полтавська область	149
530618	848	832	86	214	554	80	634	0	634	11	562	61	22.04.2019 01:15	Полтавська область	149
530619	96	87	8	28	60	8	68	0	68	2	60	6	22.04.2019 00:05	Полтавська область	149
530620	48	39	3	14	32	2	34	0	34	4	28	2	22.04.2019 00:05	Полтавська область	149
530621	688	684	32	291	367	30	397	0	397	5	357	35	22.04.2019 00:05	Полтавська область	149
530622	384	376	34	149	205	30	235	0	235	3	186	46	22.04.2019 00:03	Полтавська область	149
530623	560	552	86	198	283	79	362	0	362	8	310	44	22.04.2019 00:51	Полтавська область	149
530624	576	560	39	214	331	31	362	0	362	1	322	39	22.04.2019 00:30	Полтавська область	149
530625	96	94	7	24	66	6	72	0	72	3	67	2	22.04.2019 00:23	Полтавська область	149
530626	128	121	22	23	85	20	105	0	105	0	102	3	22.04.2019 00:15	Полтавська область	149
530627	224	214	14	74	137	13	150	0	150	1	131	18	22.04.2019 00:05	Полтавська область	149
530628	128	112	16	51	62	15	77	0	77	0	68	9	22.04.2019 00:45	Полтавська область	149
530629	1136	1128	72	403	687	46	733	0	733	17	633	83	22.04.2019 01:30	Полтавська область	149
530630	336	330	34	106	196	34	230	0	230	3	192	35	22.04.2019 00:05	Полтавська область	149
530631	368	370	51	132	190	46	236	0	236	3	199	34	22.04.2019 01:15	Полтавська область	149
530632	800	780	60	250	497	53	550	0	550	7	481	62	22.04.2019 00:15	Полтавська область	149
530633	1344	1324	50	575	725	44	769	0	769	8	692	69	22.04.2019 00:15	Полтавська область	149
530634	576	560	32	208	340	28	368	0	368	5	320	43	22.04.2019 00:07	Полтавська область	149
530635	528	524	59	198	281	49	330	0	330	5	283	42	22.04.2019 00:15	Полтавська область	149
530636	1600	1565	41	605	955	40	995	0	995	15	886	94	22.04.2019 00:21	Полтавська область	149
530637	432	427	38	151	246	35	281	0	281	7	222	52	21.04.2019 21:00	Полтавська область	149
530638	384	370	25	159	201	24	225	0	225	2	198	25	22.04.2019 00:15	Полтавська область	149
530639	496	485	46	177	276	43	319	0	319	3	259	57	21.04.2019 22:00	Полтавська область	149
530640	224	218	21	96	113	15	128	0	128	1	109	18	22.04.2019 00:05	Полтавська область	149
530641	1824	1797	65	712	1058	54	1112	0	1112	21	1006	85	22.04.2019 00:05	Полтавська область	149
530642	432	415	31	173	233	26	259	0	259	8	207	44	22.04.2019 00:02	Полтавська область	149
530643	192	181	15	89	90	13	103	0	103	2	81	20	22.04.2019 00:30	Полтавська область	149
530644	720	710	31	227	467	26	493	0	493	4	419	70	22.04.2019 00:30	Полтавська область	149
530645	400	389	21	123	257	20	277	0	277	4	210	63	22.04.2019 00:04	Полтавська область	149
530646	432	417	32	192	213	27	240	0	240	1	208	31	22.04.2019 00:10	Полтавська область	149
530647	432	413	16	181	238	13	251	0	251	6	215	30	21.04.2019 23:50	Полтавська область	149
530648	544	539	58	199	291	54	345	0	345	7	281	57	22.04.2019 00:05	Полтавська область	149
530649	352	352	25	116	211	25	236	0	236	5	195	36	22.04.2019 00:35	Полтавська область	149
530650	192	189	16	71	106	15	121	0	121	3	101	17	21.04.2019 23:30	Полтавська область	149
530651	128	127	11	47	71	10	81	0	81	2	76	3	22.04.2019 00:15	Полтавська область	149
530652	544	540	60	165	323	56	379	0	379	2	333	44	22.04.2019 00:10	Полтавська область	149
530653	352	342	37	123	194	35	229	0	229	10	193	26	22.04.2019 00:18	Полтавська область	149
530933	1600	1582	48	675	885	40	925	0	925	16	810	99	22.04.2019 00:35	Полтавська область	149
530934	1296	1283	23	539	735	22	757	0	757	14	665	78	22.04.2019 00:20	Полтавська область	149
530935	448	434	57	162	232	54	286	0	286	4	245	37	22.04.2019 01:00	Полтавська область	149
530936	880	861	48	324	516	40	556	0	556	12	491	53	22.04.2019 00:05	Полтавська область	149
530937	1488	1463	25	564	902	22	924	0	924	17	785	122	22.04.2019 00:05	Полтавська область	149
530938	1536	1521	65	576	903	57	960	0	960	15	831	114	22.04.2019 00:10	Полтавська область	149
530939	912	902	53	374	496	42	538	0	538	5	468	65	22.04.2019 00:25	Полтавська область	149
530940	304	285	21	110	173	21	194	0	194	0	161	33	22.04.2019 00:10	Полтавська область	149
530941	336	320	35	152	150	34	184	0	184	1	161	22	22.04.2019 00:05	Полтавська область	149
530942	752	735	72	265	423	64	487	0	487	10	397	80	21.04.2019 21:30	Полтавська область	149
530943	176	167	5	76	96	4	100	0	100	4	86	10	21.04.2019 20:30	Полтавська область	149
530944	448	436	60	134	256	58	314	0	314	4	267	43	22.04.2019 00:20	Полтавська область	149
530945	496	487	57	175	267	54	321	0	321	1	271	49	22.04.2019 00:01	Полтавська область	149
530946	384	364	26	104	257	23	280	0	280	4	250	26	22.04.2019 00:15	Полтавська область	149
530947	288	280	37	83	169	36	205	0	205	3	178	24	22.04.2019 00:15	Полтавська область	149
530948	512	497	49	189	282	41	323	0	323	2	278	43	22.04.2019 00:15	Полтавська область	149
530949	336	322	38	111	193	32	225	0	225	4	194	27	22.04.2019 00:10	Полтавська область	149
530950	304	301	38	99	169	36	205	0	205	2	168	35	22.04.2019 00:05	Полтавська область	149
530951	336	321	41	82	215	39	254	0	254	5	221	28	21.04.2019 23:45	Полтавська область	149
530952	624	604	44	269	314	41	355	0	355	1	315	39	22.04.2019 00:17	Полтавська область	149
530953	192	176	25	68	102	22	124	0	124	3	110	11	22.04.2019 00:05	Полтавська область	149
530954	208	200	17	72	120	16	136	0	136	0	125	11	22.04.2019 00:05	Полтавська область	149
530955	624	614	65	234	329	61	390	0	390	4	334	52	22.04.2019 00:05	Полтавська область	149
530956	848	832	84	284	490	74	564	0	564	9	515	40	22.04.2019 00:10	Полтавська область	149
530957	1168	1155	48	482	644	42	686	0	686	11	610	65	22.04.2019 00:15	Полтавська область	149
530958	640	627	56	233	355	52	407	0	407	5	363	39	22.04.2019 00:05	Полтавська область	149
530959	624	612	41	235	348	41	389	0	389	9	343	37	22.04.2019 00:30	Полтавська область	149
531273	96	96	5	43	48	5	53	0	53	0	46	7	21.04.2019 20:50	Полтавська область	149
530089	1808	1772	18	766	1027	15	1042	0	1042	16	881	145	21.04.2019 22:55	Полтавська область	150
530090	1728	1708	13	707	1010	11	1021	0	1021	24	836	161	22.04.2019 03:25	Полтавська область	150
530091	1968	1928	18	767	1184	17	1201	0	1201	25	935	241	21.04.2019 23:25	Полтавська область	150
530092	2272	2244	32	828	1421	23	1444	0	1444	35	1106	303	21.04.2019 21:15	Полтавська область	150
530093	1792	1776	20	759	1014	19	1033	0	1033	19	862	152	22.04.2019 00:20	Полтавська область	150
530094	368	365	13	135	220	13	233	0	233	2	176	55	21.04.2019 20:40	Полтавська область	150
530095	480	470	26	228	226	26	252	0	252	2	200	50	21.04.2019 20:58	Полтавська область	150
530096	1728	1711	36	852	845	31	876	0	876	18	731	127	21.04.2019 21:15	Полтавська область	150
530097	2144	2115	60	1011	1083	50	1133	0	1133	23	946	164	21.04.2019 22:00	Полтавська область	150
530098	2304	2280	49	929	1330	45	1375	0	1375	33	1117	225	21.04.2019 20:40	Полтавська область	150
530099	592	586	24	219	349	24	373	0	373	8	289	76	21.04.2019 21:40	Полтавська область	150
530100	528	506	43	210	275	43	318	0	318	6	248	64	21.04.2019 21:50	Полтавська область	150
530101	368	362	32	136	205	27	232	0	232	11	177	44	21.04.2019 20:39	Полтавська область	150
530102	1120	1098	72	424	625	71	696	0	696	18	531	147	21.04.2019 20:50	Полтавська область	150
530103	224	217	21	61	142	21	163	0	163	0	128	35	21.04.2019 22:00	Полтавська область	150
530104	224	203	17	109	101	14	115	0	115	3	78	34	21.04.2019 21:00	Полтавська область	150
530105	1104	1085	49	452	605	47	652	0	652	7	561	84	21.04.2019 23:00	Полтавська область	150
530106	576	566	62	209	305	62	367	0	367	6	305	56	21.04.2019 21:00	Полтавська область	150
530107	608	589	47	193	370	45	415	0	415	4	358	53	22.04.2019 02:15	Полтавська область	150
530108	688	672	53	278	358	52	410	0	410	6	321	83	21.04.2019 22:10	Полтавська область	150
530109	416	393	47	106	263	47	310	0	310	2	285	23	21.04.2019 20:45	Полтавська область	150
530110	368	367	24	112	232	24	256	0	256	2	208	46	21.04.2019 22:40	Полтавська область	150
530111	160	143	13	59	89	12	101	0	101	2	80	19	21.04.2019 20:31	Полтавська область	150
530112	352	354	22	111	220	21	241	0	241	4	157	80	21.04.2019 20:33	Полтавська область	150
530113	352	340	22	113	218	21	239	0	239	7	190	42	22.04.2019 02:50	Полтавська область	150
530114	256	236	33	80	147	29	176	0	176	5	144	27	21.04.2019 21:00	Полтавська область	150
530115	480	472	30	171	281	28	309	0	309	3	265	41	21.04.2019 22:20	Полтавська область	150
530116	640	618	32	260	348	32	380	0	380	7	338	35	21.04.2019 21:58	Полтавська область	150
530117	1344	1325	54	517	775	52	827	0	827	24	717	86	21.04.2019 21:30	Полтавська область	150
530118	496	477	29	171	296	29	325	0	325	2	289	34	21.04.2019 21:00	Полтавська область	150
530119	288	276	4	133	151	4	155	0	155	4	134	17	21.04.2019 20:34	Полтавська область	150
530120	176	164	15	61	100	15	115	0	115	0	99	16	21.04.2019 20:30	Полтавська область	150
530121	432	415	31	193	211	28	239	0	239	3	201	35	21.04.2019 20:35	Полтавська область	150
530122	112	102	9	49	56	7	63	0	63	1	55	7	21.04.2019 20:30	Полтавська область	150
530123	736	718	42	283	421	32	453	0	453	15	375	63	21.04.2019 20:46	Полтавська область	150
530124	192	174	14	68	112	12	124	0	124	1	114	9	21.04.2019 21:10	Полтавська область	150
530125	656	651	31	244	385	27	412	0	412	9	372	31	21.04.2019 21:35	Полтавська область	150
530126	560	551	29	208	326	26	352	0	352	11	270	71	21.04.2019 21:00	Полтавська область	150
530127	496	478	36	169	292	35	327	0	327	5	251	71	21.04.2019 23:07	Полтавська область	150
530128	112	108	9	39	64	9	73	0	73	0	59	14	21.04.2019 20:20	Полтавська область	150
530129	624	615	28	283	315	26	341	0	341	8	279	54	22.04.2019 00:30	Полтавська область	150
530130	304	290	10	89	206	9	215	0	215	2	188	25	22.04.2019 02:25	Полтавська область	150
530131	880	865	79	302	499	79	578	0	577	14	432	131	22.04.2019 03:01	Полтавська область	150
530132	640	630	54	229	357	54	411	0	411	12	323	76	21.04.2019 20:50	Полтавська область	150
530133	528	518	40	203	288	37	325	0	325	7	283	35	22.04.2019 01:36	Полтавська область	150
530134	592	574	42	193	361	38	399	0	399	5	351	43	22.04.2019 01:09	Полтавська область	150
530135	528	512	58	187	288	53	341	0	341	3	298	40	21.04.2019 23:30	Полтавська область	150
530136	144	134	5	78	61	5	66	0	66	2	59	5	21.04.2019 20:44	Полтавська область	150
530137	528	514	17	215	296	17	313	0	313	6	258	49	21.04.2019 21:10	Полтавська область	150
530138	1072	1048	21	470	584	18	602	0	602	11	524	67	21.04.2019 23:50	Полтавська область	150
530139	1040	1008	80	440	521	79	600	0	600	13	488	99	21.04.2019 22:45	Полтавська область	150
530140	272	268	5	93	174	5	179	0	179	5	141	33	21.04.2019 22:00	Полтавська область	150
